id_venda;id_cliente;id_produto;categoria;subcategoria;quantidade;custo_unitario;preco_unitario;receita;lucro;forma_pagamento;canal_venda;regiao;estado;data_venda;ano;mes;anomes
2425;76060;1066;Alimentos;Snacks;10;226,37;561,97;5619,7;3356;Dinheiro;E-commerce;Sudeste;AM;2016-06-16;2016;6;201606
2426;94263;6401;Escritório;Impressão;8;128,05;250,28;2002,24;977,84;Dinheiro;E-commerce;Centro-Oeste;ES;2024-09-12;2024;9;202409
2427;17550;8651;Móveis;Mesas;7;245,99;508,53;3559,71;1837,78;PIX;Loja Física;Sul;CE;2024-09-29;2024;9;202409
2428;68901;4594;Escritório;Papelaria;4;91,73;135,6;542,4;175,48;PIX;Marketplace;Centro-Oeste;BA;2018-09-23;2018;9;201809
2429;58725;5343;Vestuário;Camisetas;7;190,69;283,36;1983,52;648,69;Boleto;Marketplace;Centro-Oeste;MT;2021-05-21;2021;5;202105
2430;70366;7591;Vestuário;Calças;7;70,76;156,66;1096,62;601,3;Cartão Crédito;Loja Física;Centro-Oeste;GO;2024-11-02;2024;11;202411
2431;19047;3253;Vestuário;Camisetas;1;90,97;128,51;128,51;37,54;Boleto;Marketplace;Nordeste;RS;2024-10-09;2024;10;202410
2432;14112;9900;Vestuário;Calças;6;428,62;968,05;5808,3;3236,58;Cartão Débito;Loja Física;Sul;DF;2024-01-24;2024;1;202401
2433;40451;1632;Escritório;Papelaria;1;299,63;531,46;531,46;231,83;Boleto;Marketplace;Sul;DF;2018-10-17;2018;10;201810
2434;33132;3857;Vestuário;Tênis;1;128,47;281,73;281,73;153,26;Cartão Débito;Marketplace;Centro-Oeste;SP;2022-08-15;2022;8;202208
2435;18740;6275;Eletrônicos;TVs;6;439,65;756,74;4540,44;1902,54;Boleto;Marketplace;Sudeste;CE;2019-09-04;2019;9;201909
2436;27603;3693;Vestuário;Tênis;7;440,72;568,17;3977,19;892,15;PIX;E-commerce;Sudeste;AM;2020-04-11;2020;4;202004
2437;99255;2903;Vestuário;Camisetas;1;117,78;157,98;157,98;40,2;Cartão Crédito;Marketplace;Nordeste;DF;2023-09-25;2023;9;202309
2438;22743;9649;Alimentos;Bebidas;7;274,06;463,24;3242,68;1324,26;Dinheiro;Marketplace;Sudeste;PA;2024-04-18;2024;4;202404
2439;65281;7422;Alimentos;Congelados;5;193,01;307,66;1538,3;573,25;Cartão Débito;Marketplace;Sul;RS;2021-01-07;2021;1;202101
2440;91816;1411;Alimentos;Bebidas;5;194,06;234,54;1172,7;202,4;Cartão Crédito;Marketplace;Sul;MT;2016-02-01;2016;2;201602
2441;22862;2937;Escritório;Impressão;1;218,31;448,03;448,03;229,72;Boleto;E-commerce;Sudeste;PE;2023-07-12;2023;7;202307
2442;75070;7373;Vestuário;Tênis;5;64,21;84,96;424,8;103,75;Dinheiro;Loja Física;Sul;AM;2015-07-12;2015;7;201507
2443;24367;3967;Alimentos;Congelados;7;474,5;1170,58;8194,06;4872,56;Cartão Crédito;E-commerce;Nordeste;DF;2019-10-14;2019;10;201910
2444;61159;3802;Eletrônicos;TVs;2;437,95;982,69;1965,38;1089,48;Boleto;Marketplace;Centro-Oeste;PE;2021-10-08;2021;10;202110
2445;44378;9415;Móveis;Sofás;9;471,61;990,16;8911,44;4666,95;PIX;E-commerce;Centro-Oeste;DF;2020-05-15;2020;5;202005
2446;17562;1790;Escritório;Impressão;3;278,76;685,59;2056,77;1220,49;PIX;Loja Física;Sudeste;AM;2019-04-15;2019;4;201904
2447;61052;3728;Escritório;Papelaria;6;22,85;31,32;187,92;50,82;Cartão Débito;E-commerce;Nordeste;SC;2023-05-29;2023;5;202305
2448;56245;2538;Móveis;Cadeiras;5;211,41;375,14;1875,7;818,65;Dinheiro;E-commerce;Nordeste;AM;2015-10-17;2015;10;201510
2449;70387;8429;Móveis;Cadeiras;4;499,38;632,03;2528,12;530,6;Boleto;Loja Física;Sul;SP;2020-03-19;2020;3;202003
2450;41932;3626;Vestuário;Camisetas;6;337,36;773,48;4640,88;2616,72;Boleto;E-commerce;Norte;DF;2017-07-11;2017;7;201707
2451;59397;3611;Eletrônicos;Celulares;5;374,62;831,61;4158,05;2284,95;Cartão Crédito;Marketplace;Norte;ES;2020-08-19;2020;8;202008
2452;57791;7915;Eletrônicos;Notebooks;6;168,99;342,11;2052,66;1038,72;PIX;Marketplace;Norte;AM;2018-06-14;2018;6;201806
2453;78437;1475;Escritório;Organização;2;488,79;799,23;1598,46;620,88;Cartão Débito;Loja Física;Sul;BA;2018-01-22;2018;1;201801
2454;15214;7292;Móveis;Sofás;1;194,04;241,23;241,23;47,19;Cartão Débito;Loja Física;Centro-Oeste;SP;2018-01-10;2018;1;201801
2455;35467;2453;Vestuário;Tênis;8;490,82;606,81;4854,48;927,92;Boleto;Marketplace;Sudeste;DF;2024-05-05;2024;5;202405
2456;26580;5139;Móveis;Cadeiras;7;23,02;38,35;268,45;107,31;Dinheiro;Marketplace;Norte;MT;2016-09-03;2016;9;201609
2457;47218;7341;Móveis;Sofás;9;324,82;572,2;5149,8;2226,42;Boleto;E-commerce;Sudeste;SC;2020-01-05;2020;1;202001
2458;30749;8808;Escritório;Papelaria;4;117,58;236,21;944,84;474,52;PIX;Marketplace;Nordeste;RJ;2023-03-20;2023;3;202303
2459;71538;1205;Escritório;Papelaria;10;68,99;116,22;1162,2;472,3;Boleto;Marketplace;Centro-Oeste;DF;2017-11-11;2017;11;201711
2460;76684;1741;Escritório;Impressão;4;484,31;741,75;2967;1029,76;PIX;Marketplace;Sul;RJ;2018-01-10;2018;1;201801
2461;29939;4068;Alimentos;Bebidas;4;78,88;129,42;517,68;202,16;PIX;Loja Física;Centro-Oeste;SC;2017-05-07;2017;5;201705
2462;54313;6179;Vestuário;Jaquetas;10;330,96;461,01;4610,1;1300,5;Cartão Crédito;Loja Física;Nordeste;PA;2021-11-20;2021;11;202111
2463;65794;5321;Móveis;Cadeiras;6;441,42;642,18;3853,08;1204,56;Boleto;Loja Física;Sudeste;RS;2016-12-16;2016;12;201612
2464;26659;9227;Alimentos;Snacks;7;399,44;950,76;6655,32;3859,24;Cartão Crédito;E-commerce;Nordeste;AM;2020-09-04;2020;9;202009
2465;53094;6378;Móveis;Armários;5;58,64;84,74;423,7;130,5;Cartão Débito;Marketplace;Sudeste;BA;2015-07-19;2015;7;201507
2466;37290;7623;Escritório;Papelaria;1;187,92;320,48;320,48;132,56;PIX;Loja Física;Centro-Oeste;GO;2017-08-02;2017;8;201708
2467;48383;5910;Vestuário;Jaquetas;3;253,53;503,5;1510,5;749,91;PIX;Marketplace;Centro-Oeste;MG;2020-01-05;2020;1;202001
2468;92421;4541;Eletrônicos;Notebooks;1;165,49;285,54;285,54;120,05;Boleto;Loja Física;Norte;PA;2018-11-08;2018;11;201811
2469;44444;3582;Eletrônicos;Celulares;5;308,61;593,79;2968,95;1425,9;Cartão Crédito;Marketplace;Norte;ES;2016-07-27;2016;7;201607
2470;90175;3483;Escritório;Organização;1;122,36;193,71;193,71;71,35;Dinheiro;Loja Física;Norte;RJ;2019-09-26;2019;9;201909
2471;93858;4055;Vestuário;Tênis;1;135,33;284,36;284,36;149,03;Dinheiro;E-commerce;Sul;ES;2022-11-28;2022;11;202211
2472;90579;5128;Eletrônicos;Celulares;9;224,84;395,61;3560,49;1536,93;Cartão Crédito;E-commerce;Norte;PA;2015-03-12;2015;3;201503
2473;62414;6137;Móveis;Mesas;10;230,78;542,18;5421,8;3114;Cartão Crédito;E-commerce;Norte;RJ;2023-12-29;2023;12;202312
2474;75533;3209;Eletrônicos;Notebooks;6;146,03;310,64;1863,84;987,66;PIX;E-commerce;Nordeste;DF;2019-05-13;2019;5;201905
2475;12899;1088;Móveis;Sofás;4;98,24;187,57;750,28;357,32;Cartão Débito;Marketplace;Norte;MG;2017-06-28;2017;6;201706
2476;81497;2766;Alimentos;Mercearia;6;364,3;508,03;3048,18;862,38;PIX;Marketplace;Sudeste;PR;2018-06-02;2018;6;201806
2477;66730;7012;Escritório;Papelaria;4;273;328,95;1315,8;223,8;Cartão Débito;Loja Física;Sul;PA;2022-04-16;2022;4;202204
2478;85355;7375;Móveis;Armários;5;210,18;349,27;1746,35;695,45;Boleto;Loja Física;Sudeste;PE;2020-11-09;2020;11;202011
2479;42965;6418;Móveis;Armários;1;446,5;645,64;645,64;199,14;Dinheiro;Loja Física;Norte;AM;2024-05-07;2024;5;202405
2480;51447;5268;Eletrônicos;TVs;7;29,11;69,06;483,42;279,65;Cartão Débito;Loja Física;Norte;PR;2015-04-11;2015;4;201504
2481;52290;4960;Vestuário;Tênis;7;88,96;159,63;1117,41;494,69;Cartão Débito;E-commerce;Sul;CE;2018-05-28;2018;5;201805
2482;29712;7845;Eletrônicos;Acessórios;6;474,16;810,73;4864,38;2019,42;Dinheiro;E-commerce;Nordeste;MT;2016-06-27;2016;6;201606
2483;91451;6145;Alimentos;Mercearia;7;278,8;450,37;3152,59;1200,99;Boleto;E-commerce;Centro-Oeste;PA;2022-10-05;2022;10;202210
2484;17277;4357;Alimentos;Mercearia;6;305,44;533,35;3200,1;1367,46;Dinheiro;E-commerce;Norte;PA;2021-07-26;2021;7;202107
2485;20759;6316;Escritório;Papelaria;7;415,27;806,36;5644,52;2737,63;Boleto;E-commerce;Sul;PR;2023-05-18;2023;5;202305
2486;10894;6005;Escritório;Informática;5;225,04;309,9;1549,5;424,3;Cartão Crédito;Loja Física;Sudeste;GO;2020-09-03;2020;9;202009
2487;98348;8267;Alimentos;Bebidas;7;495,73;828,81;5801,67;2331,56;Cartão Crédito;E-commerce;Centro-Oeste;MG;2018-10-19;2018;10;201810
2488;49733;9204;Escritório;Organização;7;491,53;714,24;4999,68;1558,97;Boleto;Loja Física;Sudeste;SP;2020-02-08;2020;2;202002
2489;94286;2765;Alimentos;Bebidas;1;81,86;181,46;181,46;99,6;Dinheiro;Loja Física;Nordeste;ES;2017-10-18;2017;10;201710
2490;61266;2956;Escritório;Impressão;4;379,58;654,63;2618,52;1100,2;Dinheiro;Loja Física;Norte;AM;2018-04-01;2018;4;201804
2491;25745;7240;Móveis;Mesas;8;421,5;843,78;6750,24;3378,24;Cartão Débito;Loja Física;Centro-Oeste;SC;2024-07-06;2024;7;202407
2492;92919;1037;Móveis;Mesas;9;470,5;772,16;6949,44;2714,94;Cartão Débito;E-commerce;Centro-Oeste;RS;2016-03-24;2016;3;201603
2493;59109;1948;Móveis;Mesas;1;485,96;895,46;895,46;409,5;Boleto;Loja Física;Centro-Oeste;RJ;2015-07-11;2015;7;201507
2494;27640;9611;Vestuário;Tênis;4;367,44;773,54;3094,16;1624,4;Cartão Crédito;Marketplace;Sul;PA;2015-07-12;2015;7;201507
2495;92006;4330;Escritório;Organização;5;83,58;141,72;708,6;290,7;Cartão Crédito;E-commerce;Centro-Oeste;PE;2020-08-21;2020;8;202008
2496;44431;3667;Eletrônicos;Celulares;7;482,62;671,78;4702,46;1324,12;PIX;Loja Física;Norte;RJ;2022-12-20;2022;12;202212
2497;28882;6446;Móveis;Cadeiras;3;75,29;117,51;352,53;126,66;Boleto;Loja Física;Sudeste;BA;2018-10-03;2018;10;201810
2498;50037;9503;Eletrônicos;Notebooks;10;366,19;696,36;6963,6;3301,7;Cartão Débito;E-commerce;Norte;SP;2016-02-09;2016;2;201602
2499;22951;6394;Vestuário;Calças;1;32,5;63,97;63,97;31,47;PIX;Marketplace;Sul;PE;2022-08-24;2022;8;202208
2500;60813;2266;Móveis;Mesas;3;438,34;880,11;2640,33;1325,31;Cartão Débito;Loja Física;Nordeste;SP;2022-12-23;2022;12;202212
2501;61467;4773;Vestuário;Camisetas;7;447,65;647,31;4531,17;1397,62;Cartão Crédito;Marketplace;Nordeste;CE;2021-10-03;2021;10;202110
2502;65450;8281;Vestuário;Camisetas;5;64,9;159,6;798;473,5;Cartão Crédito;Loja Física;Nordeste;SC;2021-07-28;2021;7;202107
2503;97930;3978;Vestuário;Jaquetas;2;356,61;690,61;1381,22;668;Boleto;E-commerce;Sudeste;RS;2021-01-25;2021;1;202101
2504;42167;1522;Móveis;Mesas;1;215,06;468,89;468,89;253,83;PIX;Marketplace;Sul;RS;2018-05-22;2018;5;201805
2505;48252;2038;Alimentos;Mercearia;4;37,62;77,96;311,84;161,36;Cartão Crédito;E-commerce;Centro-Oeste;GO;2021-12-31;2021;12;202112
2506;65271;1933;Vestuário;Calças;10;148,55;366,23;3662,3;2176,8;Cartão Crédito;Marketplace;Norte;RS;2021-06-01;2021;6;202106
2507;78329;3317;Vestuário;Jaquetas;5;359,84;453,73;2268,65;469,45;Boleto;E-commerce;Sudeste;CE;2020-04-28;2020;4;202004
2508;16271;4327;Vestuário;Calças;10;12,74;28,52;285,2;157,8;Boleto;E-commerce;Nordeste;DF;2015-05-21;2015;5;201505
2509;27624;7484;Eletrônicos;Acessórios;7;213,97;415,89;2911,23;1413,44;Cartão Crédito;E-commerce;Nordeste;ES;2021-12-28;2021;12;202112
2510;56331;6589;Móveis;Sofás;3;362,55;691,06;2073,18;985,53;Cartão Crédito;E-commerce;Centro-Oeste;MT;2016-08-27;2016;8;201608
2511;70077;6543;Móveis;Sofás;10;73,97;151,45;1514,5;774,8;Boleto;Marketplace;Nordeste;RJ;2024-02-07;2024;2;202402
2512;93304;2958;Eletrônicos;Notebooks;4;351,6;870,55;3482,2;2075,8;PIX;Marketplace;Sudeste;SP;2018-07-02;2018;7;201807
2513;87254;7272;Móveis;Armários;6;280,21;649,3;3895,8;2214,54;Cartão Débito;Loja Física;Sudeste;CE;2016-02-20;2016;2;201602
2514;56755;6667;Alimentos;Congelados;1;445,06;983,89;983,89;538,83;Boleto;Marketplace;Nordeste;CE;2022-11-20;2022;11;202211
2515;17182;2270;Vestuário;Tênis;8;427,96;641,79;5134,32;1710,64;Cartão Crédito;Marketplace;Norte;PE;2023-03-19;2023;3;202303
2516;76855;5533;Eletrônicos;TVs;1;395,85;620,99;620,99;225,14;Cartão Crédito;Loja Física;Norte;RJ;2024-03-07;2024;3;202403
2517;33857;1622;Escritório;Papelaria;2;493,2;1143,75;2287,5;1301,1;Cartão Débito;Marketplace;Norte;RS;2023-05-07;2023;5;202305
2518;29522;9010;Vestuário;Calças;9;348,47;680,33;6122,97;2986,74;PIX;Marketplace;Sudeste;MG;2016-09-19;2016;9;201609
2519;14390;9082;Escritório;Informática;3;107,03;131,85;395,55;74,46;Boleto;Loja Física;Sul;SP;2024-01-30;2024;1;202401
2520;60451;8864;Móveis;Sofás;3;269,58;620,46;1861,38;1052,64;Dinheiro;E-commerce;Sudeste;RS;2017-01-10;2017;1;201701
2521;69374;4048;Escritório;Informática;6;435,29;532,12;3192,72;580,98;Cartão Crédito;Loja Física;Nordeste;ES;2019-12-22;2019;12;201912
2522;41506;7934;Eletrônicos;TVs;5;372,72;847,8;4239;2375,4;PIX;Loja Física;Norte;PE;2020-12-02;2020;12;202012
2523;61987;4254;Vestuário;Jaquetas;7;143,14;312,28;2185,96;1183,98;Dinheiro;E-commerce;Centro-Oeste;PR;2018-12-01;2018;12;201812
2524;15798;7001;Vestuário;Jaquetas;1;205,22;300,14;300,14;94,92;Cartão Débito;Loja Física;Sul;BA;2019-03-24;2019;3;201903
2525;13764;3755;Vestuário;Calças;1;417,92;671,01;671,01;253,09;Cartão Débito;Loja Física;Sudeste;MG;2020-04-27;2020;4;202004
2526;12165;6826;Escritório;Impressão;3;213,98;469,64;1408,92;766,98;Dinheiro;Loja Física;Nordeste;MG;2018-07-31;2018;7;201807
2527;34654;3836;Móveis;Mesas;4;168,48;301,31;1205,24;531,32;Dinheiro;E-commerce;Centro-Oeste;GO;2018-11-24;2018;11;201811
2528;33080;9735;Escritório;Organização;4;117,41;189,46;757,84;288,2;Dinheiro;Loja Física;Centro-Oeste;SP;2019-10-19;2019;10;201910
2529;44493;6883;Móveis;Mesas;9;342,92;690,86;6217,74;3131,46;Cartão Débito;Loja Física;Sul;MT;2020-03-24;2020;3;202003
2530;82653;1430;Eletrônicos;Acessórios;4;348,7;555,49;2221,96;827,16;Dinheiro;Loja Física;Sudeste;DF;2016-09-10;2016;9;201609
2531;29717;5350;Eletrônicos;Acessórios;5;108,56;183,56;917,8;375;Cartão Débito;Marketplace;Nordeste;MT;2021-11-14;2021;11;202111
2532;10028;8454;Eletrônicos;TVs;1;105,06;151,05;151,05;45,99;Dinheiro;Loja Física;Nordeste;PE;2016-10-22;2016;10;201610
2533;94548;6981;Escritório;Informática;1;122,02;289,08;289,08;167,06;Cartão Crédito;Loja Física;Centro-Oeste;GO;2016-02-14;2016;2;201602
2534;37285;7829;Escritório;Papelaria;9;27,47;38,07;342,63;95,4;PIX;Loja Física;Sul;CE;2023-05-12;2023;5;202305
2535;29904;6889;Escritório;Organização;5;315,54;747,66;3738,3;2160,6;Boleto;Loja Física;Sul;RJ;2018-09-22;2018;9;201809
2536;57438;2631;Eletrônicos;Acessórios;8;103,29;212,11;1696,88;870,56;PIX;Marketplace;Sul;RS;2018-02-04;2018;2;201802
2537;50047;9723;Escritório;Informática;8;440,08;958,33;7666,64;4146;Dinheiro;E-commerce;Centro-Oeste;SP;2015-07-12;2015;7;201507
2538;58079;3145;Móveis;Sofás;2;61,22;100,52;201,04;78,6;Boleto;Marketplace;Sul;RS;2019-10-14;2019;10;201910
2539;87875;1764;Escritório;Organização;10;85,98;151,54;1515,4;655,6;Boleto;Loja Física;Nordeste;GO;2023-08-21;2023;8;202308
2540;19136;3002;Móveis;Cadeiras;4;217,37;433,64;1734,56;865,08;Cartão Débito;E-commerce;Sul;CE;2017-09-26;2017;9;201709
2541;90455;6786;Vestuário;Tênis;3;490,44;943,3;2829,9;1358,58;Cartão Crédito;Loja Física;Sudeste;SC;2024-05-22;2024;5;202405
2542;61567;1107;Móveis;Mesas;6;185,21;344,98;2069,88;958,62;Dinheiro;Marketplace;Norte;ES;2016-07-18;2016;7;201607
2543;17776;7488;Alimentos;Mercearia;2;485,96;820,69;1641,38;669,46;Cartão Débito;E-commerce;Norte;SC;2023-09-06;2023;9;202309
2544;42229;9407;Eletrônicos;TVs;1;364,22;484,85;484,85;120,63;Cartão Crédito;Marketplace;Norte;MG;2015-08-25;2015;8;201508
2545;79677;6516;Escritório;Organização;3;411,54;650,66;1951,98;717,36;PIX;Loja Física;Centro-Oeste;SC;2020-04-22;2020;4;202004
2546;75629;7949;Móveis;Cadeiras;1;445,22;1107,5;1107,5;662,28;Dinheiro;E-commerce;Sudeste;PE;2016-05-07;2016;5;201605
2547;94200;2156;Alimentos;Bebidas;7;443,81;812,96;5690,72;2584,05;Cartão Crédito;Marketplace;Nordeste;AM;2023-05-27;2023;5;202305
2548;50010;7315;Escritório;Papelaria;3;311,1;651,51;1954,53;1021,23;Boleto;E-commerce;Sul;RJ;2018-06-27;2018;6;201806
2549;17243;3188;Móveis;Mesas;7;74,03;174,34;1220,38;702,17;PIX;Marketplace;Nordeste;PA;2020-09-07;2020;9;202009
2550;81656;1302;Eletrônicos;Notebooks;3;196,32;372,37;1117,11;528,15;Dinheiro;E-commerce;Sul;RS;2023-11-18;2023;11;202311
2551;45963;9989;Eletrônicos;Notebooks;9;283,36;699,52;6295,68;3745,44;Cartão Crédito;Loja Física;Centro-Oeste;MG;2024-06-27;2024;6;202406
2552;64632;3125;Móveis;Armários;3;246,47;424,4;1273,2;533,79;Boleto;Marketplace;Nordeste;AM;2015-12-08;2015;12;201512
2553;29166;2894;Escritório;Impressão;6;170,11;311,55;1869,3;848,64;Cartão Débito;Marketplace;Sul;SC;2017-11-04;2017;11;201711
2554;22516;4185;Eletrônicos;Acessórios;8;12,03;24,05;192,4;96,16;PIX;E-commerce;Sudeste;SP;2021-09-08;2021;9;202109
2555;40815;7733;Escritório;Organização;7;193,32;358,33;2508,31;1155,07;Cartão Débito;Marketplace;Sudeste;RS;2015-02-08;2015;2;201502
2556;12582;8566;Vestuário;Camisetas;8;155,19;318,65;2549,2;1307,68;Dinheiro;Loja Física;Nordeste;AM;2019-09-15;2019;9;201909
2557;41848;8681;Eletrônicos;TVs;8;477,26;955,88;7647,04;3828,96;Dinheiro;Loja Física;Centro-Oeste;PR;2021-04-09;2021;4;202104
2558;98614;8876;Eletrônicos;Acessórios;10;315,23;414,75;4147,5;995,2;PIX;Loja Física;Sul;SC;2023-03-03;2023;3;202303
2559;28926;7476;Vestuário;Tênis;5;445,54;700,16;3500,8;1273,1;Cartão Crédito;Loja Física;Sul;RJ;2019-09-23;2019;9;201909
2560;37876;3080;Alimentos;Mercearia;8;393,62;943,97;7551,76;4402,8;Cartão Débito;E-commerce;Sul;ES;2023-05-22;2023;5;202305
2561;88398;8601;Vestuário;Tênis;1;361,8;559,27;559,27;197,47;Cartão Crédito;Marketplace;Nordeste;SC;2024-03-07;2024;3;202403
2562;31903;9920;Eletrônicos;TVs;7;27,26;46,25;323,75;132,93;Cartão Crédito;E-commerce;Sul;DF;2022-05-02;2022;5;202205
2563;13669;1279;Eletrônicos;Acessórios;7;182,6;371,06;2597,42;1319,22;PIX;Marketplace;Norte;GO;2023-11-24;2023;11;202311
2564;68554;2532;Escritório;Impressão;8;43,83;71,23;569,84;219,2;Boleto;E-commerce;Sul;RJ;2020-11-16;2020;11;202011
2565;49932;8248;Móveis;Sofás;3;255,38;472,47;1417,41;651,27;Dinheiro;Loja Física;Sudeste;DF;2020-03-23;2020;3;202003
2566;16309;3939;Escritório;Impressão;6;339,66;723,91;4343,46;2305,5;Cartão Crédito;Marketplace;Sul;PR;2023-03-13;2023;3;202303
2567;51947;4102;Alimentos;Mercearia;6;444,55;589,57;3537,42;870,12;Boleto;Marketplace;Nordeste;CE;2017-01-24;2017;1;201701
2568;25328;4540;Vestuário;Calças;2;360,32;669,44;1338,88;618,24;Dinheiro;E-commerce;Norte;RJ;2015-10-14;2015;10;201510
2569;20628;1135;Alimentos;Snacks;2;108,68;162,02;324,04;106,68;Boleto;Marketplace;Sul;RS;2016-12-28;2016;12;201612
2570;65995;9054;Alimentos;Snacks;3;369,73;807,68;2423,04;1313,85;Boleto;Marketplace;Centro-Oeste;SP;2019-03-28;2019;3;201903
2571;44496;6874;Alimentos;Snacks;7;349,37;628,03;4396,21;1950,62;Cartão Crédito;Loja Física;Centro-Oeste;GO;2019-10-21;2019;10;201910
2572;24326;4858;Eletrônicos;Notebooks;5;208,84;512,64;2563,2;1519;Dinheiro;E-commerce;Sudeste;MG;2018-12-04;2018;12;201812
2573;49912;7120;Móveis;Sofás;6;212,26;450,47;2702,82;1429,26;Boleto;Marketplace;Sudeste;SC;2024-04-29;2024;4;202404
2574;99555;3008;Alimentos;Bebidas;5;151,53;274,18;1370,9;613,25;Cartão Crédito;Marketplace;Sul;RS;2018-07-10;2018;7;201807
2575;14897;5172;Eletrônicos;TVs;5;414,74;792,52;3962,6;1888,9;Cartão Débito;E-commerce;Nordeste;GO;2021-08-13;2021;8;202108
2576;21468;4622;Eletrônicos;Acessórios;10;76,82;131,94;1319,4;551,2;Boleto;Marketplace;Sudeste;DF;2019-08-16;2019;8;201908
2577;50085;6116;Vestuário;Camisetas;8;491,01;851,44;6811,52;2883,44;Cartão Crédito;Marketplace;Sul;RS;2018-01-13;2018;1;201801
2578;83196;2258;Eletrônicos;Celulares;2;196,75;240,85;481,7;88,2;Dinheiro;Marketplace;Sudeste;CE;2016-01-23;2016;1;201601
2579;45965;2902;Alimentos;Snacks;1;374,23;458,5;458,5;84,27;Boleto;Loja Física;Sudeste;ES;2023-07-26;2023;7;202307
2580;53328;9771;Eletrônicos;Acessórios;9;212,54;316,51;2848,59;935,73;Boleto;Loja Física;Centro-Oeste;DF;2017-08-12;2017;8;201708
2581;96103;9656;Vestuário;Jaquetas;2;192,89;240,11;480,22;94,44;Cartão Débito;E-commerce;Norte;SP;2018-11-11;2018;11;201811
2582;51316;3626;Eletrônicos;TVs;9;332,07;807,58;7268,22;4279,59;Cartão Crédito;Loja Física;Sul;SP;2016-02-23;2016;2;201602
2583;71357;4229;Eletrônicos;Acessórios;4;91,25;130,32;521,28;156,28;Cartão Débito;Loja Física;Norte;SP;2023-02-14;2023;2;202302
2584;49015;9920;Eletrônicos;Celulares;3;449,39;894,96;2684,88;1336,71;PIX;Marketplace;Norte;BA;2022-05-16;2022;5;202205
2585;30928;9143;Eletrônicos;Acessórios;5;211,77;271,87;1359,35;300,5;PIX;Loja Física;Sul;PE;2018-02-08;2018;2;201802
2586;48369;3901;Alimentos;Snacks;10;425,89;1002,22;10022,2;5763,3;Dinheiro;Loja Física;Nordeste;DF;2023-01-17;2023;1;202301
2587;84010;8421;Eletrônicos;Acessórios;6;46,7;90,37;542,22;262,02;Cartão Débito;Loja Física;Sudeste;PE;2024-06-20;2024;6;202406
2588;24629;1508;Móveis;Mesas;4;79,13;103,28;413,12;96,6;PIX;Loja Física;Centro-Oeste;DF;2022-10-15;2022;10;202210
2589;78393;9022;Eletrônicos;Acessórios;3;481,93;786,09;2358,27;912,48;PIX;Loja Física;Sudeste;DF;2021-05-10;2021;5;202105
2590;15587;3140;Eletrônicos;Notebooks;3;496,49;1051,14;3153,42;1663,95;Dinheiro;Marketplace;Sudeste;RS;2016-05-23;2016;5;201605
2591;57476;3070;Móveis;Mesas;9;151,37;357,59;3218,31;1855,98;Cartão Crédito;Loja Física;Sudeste;MT;2016-10-09;2016;10;201610
2592;81572;6460;Escritório;Organização;8;192,61;470,58;3764,64;2223,76;Boleto;Loja Física;Centro-Oeste;ES;2020-10-06;2020;10;202010
2593;65891;2666;Alimentos;Bebidas;6;31,45;43,07;258,42;69,72;Boleto;Marketplace;Centro-Oeste;RJ;2016-06-30;2016;6;201606
2594;90296;1279;Eletrônicos;Notebooks;2;135,42;297,9;595,8;324,96;PIX;Marketplace;Nordeste;GO;2023-06-08;2023;6;202306
2595;92177;8319;Vestuário;Camisetas;2;483,98;664,42;1328,84;360,88;Cartão Débito;Marketplace;Nordeste;SP;2017-02-17;2017;2;201702
2596;44038;9602;Escritório;Papelaria;7;232,53;301,8;2112,6;484,89;PIX;Loja Física;Sul;GO;2015-03-05;2015;3;201503
2597;91832;6085;Escritório;Organização;4;23,23;43,4;173,6;80,68;Dinheiro;E-commerce;Centro-Oeste;MG;2023-10-03;2023;10;202310
2598;95641;8559;Eletrônicos;Notebooks;10;332,01;753,81;7538,1;4218;Cartão Débito;Loja Física;Nordeste;CE;2019-10-11;2019;10;201910
2599;79276;7054;Móveis;Mesas;3;407,15;710,09;2130,27;908,82;Cartão Débito;Loja Física;Nordeste;DF;2017-09-19;2017;9;201709
2600;75537;2465;Móveis;Mesas;6;162,31;376,88;2261,28;1287,42;PIX;Marketplace;Sudeste;BA;2018-03-13;2018;3;201803
2601;76196;3233;Escritório;Papelaria;1;127,92;275,83;275,83;147,91;PIX;Loja Física;Sudeste;MT;2022-03-04;2022;3;202203
2602;20919;6067;Escritório;Papelaria;7;49,56;87,64;613,48;266,56;PIX;Marketplace;Sudeste;CE;2015-02-20;2015;2;201502
2603;38437;7770;Alimentos;Mercearia;4;195,88;362;1448;664,48;Dinheiro;Loja Física;Sul;RS;2022-12-24;2022;12;202212
2604;78572;7173;Móveis;Mesas;8;457,84;1064,79;8518,32;4855,6;Dinheiro;E-commerce;Sul;ES;2024-05-14;2024;5;202405
2605;67386;3599;Alimentos;Mercearia;8;50,8;63,55;508,4;102;Cartão Débito;Marketplace;Centro-Oeste;AM;2020-03-07;2020;3;202003
2606;77607;1993;Escritório;Impressão;10;324,87;811,19;8111,9;4863,2;PIX;Loja Física;Sudeste;RS;2024-05-14;2024;5;202405
2607;43661;2445;Eletrônicos;Celulares;8;223,74;331,35;2650,8;860,88;Boleto;Marketplace;Sudeste;PE;2020-03-04;2020;3;202003
